customer_ID,contract_type,paperless_billing,payment_method,high_value_customer_flag
9825-YCXWZ,One year,Yes,Bank transfer (automatic),High
5397-NSKQG,Two year,No,Credit card (automatic),Medium
8565-HBFNN,One year,Yes,Credit card (automatic),High
2000-DHJUY,Two year,Yes,Bank transfer (automatic),High
0203-HHYIJ,One year,No,Bank transfer (automatic),Low
8670-ERCJH,Two year,No,Bank transfer (automatic),High
7758-UJWYS,Two year,Yes,Electronic check,Medium
2050-ONYDQ,Two year,No,Credit card (automatic),Low
7055-JCGNI,Two year,Yes,Credit card (automatic),High
0739-UUAJR,Two year,Yes,Credit card (automatic),Medium
4826-DXMUP,One year,Yes,Mailed check,Medium
0952-KMEEH,Month-to-month,No,Mailed check,High
7285-KLOTR,One year,No,Electronic check,Medium
0654-PQKDW,One year,Yes,Bank transfer (automatic),Medium
7175-NTIXE,Month-to-month,Yes,Credit card (automatic),Medium
7963-SHNDT,Two year,No,Mailed check,Low
9796-BPKIW,Month-to-month,Yes,Credit card (automatic),Medium
0188-GWFLE,Month-to-month,No,Mailed check,Low
8129-GMVGI,Two year,No,Mailed check,Low
2882-DDZPG,Month-to-month,No,Bank transfer (automatic),Low
3547-LQRIK,One year,No,Electronic check,Low
9137-NOQKA,Month-to-month,No,Electronic check,Low
5843-TTHGI,Month-to-month,Yes,Mailed check,Medium
1849-RJYIG,Month-to-month,Yes,Electronic check,Medium
8868-GAGIO,Month-to-month,Yes,Mailed check,High
4061-UKJWL,Month-to-month,No,Mailed check,Medium
5380-XPJNZ,One year,No,Mailed check,Low
8263-QMNTJ,Two year,Yes,Electronic check,High
8178-EYZUO,Month-to-month,Yes,Electronic check,High
3230-JCNZS,Two year,Yes,Credit card (automatic),High
0277-ORXQS,Two year,No,Bank transfer (automatic),Medium
5130-IEKQT,Month-to-month,No,Mailed check,High
3230-WYKIR,One year,Yes,Credit card (automatic),High
7996-BPXHY,Two year,Yes,Bank transfer (automatic),Low
3227-WLKLI,Two year,No,Bank transfer (automatic),High
0407-BDJKB,Month-to-month,Yes,Electronic check,High
2266-FUBDZ,Two year,No,Mailed check,Low
8237-ULIXL,Two year,No,Credit card (automatic),Low
9600-UDOPK,Month-to-month,Yes,Credit card (automatic),High
8216-AZUUZ,Two year,Yes,Electronic check,High
9153-BTBVV,Two year,No,Bank transfer (automatic),Low
4074-SJFFA,Month-to-month,Yes,Mailed check,Medium
3269-ATYWD,Month-to-month,Yes,Bank transfer (automatic),High
5186-PEIZU,Month-to-month,No,Bank transfer (automatic),Low
1074-AMIOH,Month-to-month,Yes,Bank transfer (automatic),High
4910-GMJOT,Month-to-month,Yes,Electronic check,High
0354-WYROK,Month-to-month,Yes,Electronic check,High
4361-FEBGN,Two year,No,Credit card (automatic),Low
7748-UMTRK,Month-to-month,Yes,Electronic check,High
0380-ZCSBI,Month-to-month,No,Credit card (automatic),Low
7145-FEJWU,Month-to-month,Yes,Electronic check,High
6463-MVYRY,Two year,No,Bank transfer (automatic),Medium
3969-JQABI,Month-to-month,Yes,Credit card (automatic),Medium
9624-EGDEQ,Two year,No,Mailed check,Low
1051-EQPZR,Month-to-month,No,Mailed check,Low
5849-ASHZJ,One year,No,Credit card (automatic),Low
5780-INQIK,Month-to-month,No,Electronic check,Medium
7576-OYWBN,Month-to-month,Yes,Electronic check,Medium
4526-ZJJTM,Month-to-month,No,Bank transfer (automatic),High
8384-FZBJK,Month-to-month,Yes,Electronic check,High
3750-RNQKR,Month-to-month,No,Mailed check,Low
0962-CQPWQ,Two year,No,Bank transfer (automatic),Low
3096-YXENJ,Two year,Yes,Bank transfer (automatic),High
1265-BCFEO,Two year,Yes,Bank transfer (automatic),High
5837-LXSDN,One year,Yes,Credit card (automatic),Medium
5945-AZYHT,One year,Yes,Electronic check,High
8325-QRPZR,Month-to-month,Yes,Electronic check,Medium
6384-VMJHP,Two year,Yes,Credit card (automatic),Medium
2262-SLNVK,Month-to-month,No,Electronic check,Medium
7730-CLDSV,Two year,Yes,Bank transfer (automatic),High
1135-HIORI,One year,Yes,Electronic check,High
0164-APGRB,Two year,Yes,Electronic check,High
6481-ESCNL,Month-to-month,No,Bank transfer (automatic),High
1790-NESIO,Two year,Yes,Mailed check,Low
1550-EENBN,Month-to-month,No,Electronic check,High
5539-TMZLF,Month-to-month,Yes,Electronic check,Medium
4323-SADQS,Month-to-month,Yes,Electronic check,Low
4446-BZKHU,Month-to-month,Yes,Electronic check,High
5202-IVJNU,Month-to-month,No,Credit card (automatic),Low
5976-JCJRH,Month-to-month,Yes,Electronic check,Medium
8198-RKSZG,Month-to-month,No,Credit card (automatic),High
0137-OCGAB,Month-to-month,Yes,Mailed check,High
3351-NQLDI,One year,Yes,Credit card (automatic),High
9297-EONCV,Two year,Yes,Bank transfer (automatic),High
7593-JNWRU,Month-to-month,Yes,Bank transfer (automatic),Medium
4588-YBNIB,Month-to-month,Yes,Mailed check,Low
1069-QJOEE,One year,No,Electronic check,Low
3336-JORSO,Month-to-month,Yes,Electronic check,High
7799-DSEWS,Month-to-month,Yes,Electronic check,Medium
8766-PAFNE,Two year,Yes,Credit card (automatic),Medium
5315-CKEQK,One year,Yes,Electronic check,Medium
3130-ICDUP,Month-to-month,No,Credit card (automatic),High
0820-FNRNX,Month-to-month,Yes,Mailed check,Medium
0880-FVFWF,Month-to-month,Yes,Electronic check,High
4611-ANLQC,One year,No,Electronic check,Medium
4213-HKBJO,Two year,No,Credit card (automatic),Low
2792-LSHWX,Month-to-month,Yes,Mailed check,High
5028-GZLDO,Month-to-month,No,Credit card (automatic),Medium
0014-BMAQU,Two year,Yes,Credit card (automatic),High
6861-XWTWQ,Month-to-month,Yes,Electronic check,High
9018-PCIOK,Two year,Yes,Mailed check,Medium
4837-QUSFT,One year,Yes,Bank transfer (automatic),High
6877-TJMBR,Month-to-month,Yes,Electronic check,High
9953-ZMKSM,Two year,No,Mailed check,Low
0907-HQNTS,Two year,Yes,Credit card (automatic),High
7665-NKLAV,Two year,No,Credit card (automatic),Medium
6769-DCQLI,One year,Yes,Bank transfer (automatic),High
2433-KMEAS,Month-to-month,Yes,Electronic check,Medium
4391-LNRXK,Month-to-month,Yes,Bank transfer (automatic),High
8250-ZNGGW,Month-to-month,No,Credit card (automatic),Medium
2195-ZRVAX,Month-to-month,Yes,Electronic check,High
3550-SAHFP,Month-to-month,Yes,Electronic check,High
2011-TRQYE,Month-to-month,Yes,Credit card (automatic),Low
8562-GHPPI,Month-to-month,No,Credit card (automatic),Low
5893-PYOLZ,Two year,Yes,Credit card (automatic),High
4986-MXSFP,Month-to-month,Yes,Mailed check,Low
6131-FOYAS,Month-to-month,Yes,Electronic check,Medium
3027-YNWZU,Two year,No,Credit card (automatic),Low
5609-IMCGG,Month-to-month,Yes,Credit card (automatic),High
4873-ILOLJ,Month-to-month,Yes,Electronic check,High
4727-MCYZG,Month-to-month,No,Mailed check,Medium
9481-WHGWY,Two year,No,Credit card (automatic),Medium
2725-KXXWT,Month-to-month,Yes,Electronic check,High
9565-DJPIB,Month-to-month,No,Mailed check,High
4328-VUFWD,One year,No,Electronic check,Medium
3301-LSLWQ,Month-to-month,Yes,Electronic check,Medium
7473-ZBDSN,Two year,No,Mailed check,Low
3166-PNEOF,Two year,No,Credit card (automatic),High
5639-NTUPK,Month-to-month,Yes,Credit card (automatic),Medium
8780-YRMTT,Two year,Yes,Mailed check,Medium
8348-HFYIV,Month-to-month,Yes,Electronic check,Medium
5140-FOMCQ,One year,Yes,Credit card (automatic),High
6242-SGYTS,One year,Yes,Credit card (automatic),High
8166-ORCHU,One year,Yes,Electronic check,High
8414-OOEEL,Two year,Yes,Credit card (automatic),Medium
8454-AATJP,Two year,No,Credit card (automatic),High
6849-WLEYG,Month-to-month,No,Mailed check,Low
4659-NZRUF,Month-to-month,Yes,Electronic check,High
4531-AUZNK,One year,Yes,Mailed check,High
4191-XOVOM,Month-to-month,No,Electronic check,High
2150-OEGBV,One year,No,Bank transfer (automatic),Low
8429-XIBUM,Month-to-month,Yes,Bank transfer (automatic),High
1855-CFULU,Month-to-month,No,Mailed check,Low
4878-BUNFV,Two year,No,Mailed check,Low
1872-EBWSC,One year,No,Mailed check,Low
2608-BHKFN,Month-to-month,Yes,Credit card (automatic),Medium
7026-YMSBE,One year,No,Mailed check,Low
7341-LXCAF,Month-to-month,Yes,Electronic check,Medium
6997-UVGOX,Two year,No,Bank transfer (automatic),High
9674-EHPPG,Two year,No,Credit card (automatic),Medium
9462-MJUAW,Month-to-month,No,Mailed check,Medium
8128-YVJRG,Month-to-month,Yes,Mailed check,Medium
5440-VHLUL,One year,Yes,Bank transfer (automatic),High
5781-BKHOP,Two year,No,Bank transfer (automatic),High
4283-FUTGF,Month-to-month,Yes,Electronic check,Medium
5213-TWWJU,Month-to-month,No,Electronic check,High
1569-TTNYJ,Month-to-month,Yes,Electronic check,Medium
8628-MFKAX,Two year,Yes,Credit card (automatic),High
2397-BRLOM,Month-to-month,Yes,Credit card (automatic),High
7629-WIXZF,One year,Yes,Electronic check,Medium
5445-GLVOT,Month-to-month,Yes,Electronic check,Medium
3976-HXHCE,Two year,No,Bank transfer (automatic),Low
2466-NEJOJ,Month-to-month,No,Credit card (automatic),Low
0254-KCJGT,One year,Yes,Credit card (automatic),High
5472-CVMDX,Two year,No,Mailed check,Low
6461-SZMCV,Two year,No,Bank transfer (automatic),High
8150-QUDFX,Month-to-month,No,Mailed check,Low
9508-ILZDG,Month-to-month,Yes,Electronic check,High
2346-DJQTB,Month-to-month,No,Electronic check,Low
1697-LYYYX,One year,No,Credit card (automatic),Low
1942-OQFRW,Month-to-month,No,Electronic check,Medium
4749-VFKVB,Month-to-month,Yes,Mailed check,Medium
9640-ZSLDC,One year,No,Credit card (automatic),Medium
4231-LZUYM,Two year,No,Bank transfer (automatic),Low
7598-UAASY,Month-to-month,No,Electronic check,Medium
7938-OUHIO,Month-to-month,Yes,Electronic check,High
8510-AWCXC,Month-to-month,Yes,Electronic check,High
6128-AQBMT,Month-to-month,Yes,Electronic check,Medium
3594-BDSOA,One year,No,Credit card (automatic),Low
0431-APWVY,One year,Yes,Bank transfer (automatic),High
5133-VRSAB,Month-to-month,No,Mailed check,Low
5996-DAOQL,Month-to-month,Yes,Mailed check,Low
6838-YAUVY,Two year,Yes,Bank transfer (automatic),High
0484-JPBRU,Month-to-month,Yes,Bank transfer (automatic),Low
7883-ROJOC,Month-to-month,No,Mailed check,Medium
0244-LGNFY,Two year,No,Bank transfer (automatic),High
7274-CGTOD,Two year,Yes,Bank transfer (automatic),Medium
4295-YURET,Two year,Yes,Credit card (automatic),Medium
3426-NIYYL,Month-to-month,No,Electronic check,Medium
8225-BTJAU,Month-to-month,Yes,Electronic check,Medium
4635-EJYPD,Two year,No,Mailed check,Low
1866-ZSLJM,Month-to-month,No,Credit card (automatic),Low
4636-TVXVG,One year,No,Bank transfer (automatic),Low
4236-UJPWO,Month-to-month,No,Electronic check,Low
9392-XBGTD,Two year,No,Mailed check,Low
3387-VATUS,Month-to-month,Yes,Bank transfer (automatic),High
6402-SSEJG,One year,No,Electronic check,Medium
1143-NMNQJ,Month-to-month,Yes,Electronic check,High
1169-SAOCL,One year,Yes,Bank transfer (automatic),High
1110-KYLGQ,Month-to-month,No,Credit card (automatic),High
9929-PLVPA,Month-to-month,No,Credit card (automatic),Low
3518-PZXZQ,Month-to-month,Yes,Mailed check,Medium
2371-JUNGC,Month-to-month,No,Mailed check,Low
7693-QPEFS,Month-to-month,Yes,Bank transfer (automatic),Medium
0924-BJCRC,Month-to-month,No,Electronic check,High
5074-FBGHB,One year,Yes,Credit card (automatic),High
2351-BKRZW,Two year,No,Bank transfer (automatic),Medium
4455-BFSPD,One year,No,Bank transfer (automatic),High
0415-MOSGF,Month-to-month,No,Mailed check,Medium
1724-BQUHA,Month-to-month,Yes,Electronic check,High
3948-KXDUF,Two year,No,Bank transfer (automatic),Medium
2323-ARSVR,Two year,Yes,Electronic check,High
0815-MFZGM,Two year,Yes,Credit card (automatic),High
4826-XTSOH,Month-to-month,Yes,Electronic check,High
5480-XTFFL,Two year,No,Mailed check,Low
8295-FHIVV,Month-to-month,Yes,Mailed check,Low
2495-INZWQ,Month-to-month,Yes,Electronic check,Medium
9086-YJYXS,One year,No,Bank transfer (automatic),Medium
1179-INLAT,One year,Yes,Mailed check,Low
7909-FIOIY,Month-to-month,Yes,Mailed check,Low
4139-SUGLD,Month-to-month,No,Bank transfer (automatic),Low
6857-VWJDT,Month-to-month,No,Mailed check,High
6351-SCJKT,Month-to-month,No,Mailed check,Medium
5468-BPMMO,Month-to-month,No,Electronic check,Low
5624-BQSSA,Month-to-month,No,Mailed check,Low
0197-PNKNK,One year,No,Bank transfer (automatic),High
2439-QKJUL,Month-to-month,No,Mailed check,Low
1194-SPVSP,Month-to-month,No,Bank transfer (automatic),Low
9534-NSXEM,One year,Yes,Credit card (automatic),Low
2408-WITXK,Month-to-month,Yes,Electronic check,Low
8929-KSWIH,Two year,No,Bank transfer (automatic),High
2250-IVBWA,Month-to-month,No,Electronic check,High
1810-MVMAI,Month-to-month,No,Electronic check,Medium
9506-UXUSK,Month-to-month,Yes,Electronic check,Medium
1229-RCALF,One year,Yes,Electronic check,High
3572-UOLYZ,Month-to-month,Yes,Bank transfer (automatic),High
1429-UYJSV,One year,No,Mailed check,Low
5577-OTWWW,Month-to-month,No,Bank transfer (automatic),Low
6100-QQHEB,Month-to-month,Yes,Electronic check,High
6366-XIVKZ,Month-to-month,Yes,Mailed check,Medium
3470-OBUET,Two year,No,Credit card (automatic),Medium
2770-NSVDG,Month-to-month,No,Electronic check,Low
9375-MHRRS,Month-to-month,No,Mailed check,Medium
2634-HCZGT,One year,Yes,Electronic check,Medium
7503-QQRVF,Month-to-month,Yes,Credit card (automatic),Medium
4860-YZGZM,Month-to-month,No,Electronic check,Low
6599-GZWCM,One year,Yes,Mailed check,Medium
2691-NZETQ,Month-to-month,Yes,Electronic check,High
4404-HIBDJ,One year,No,Mailed check,Medium
5533-NHFRF,Month-to-month,Yes,Electronic check,Medium
7037-MTYVW,Two year,Yes,Bank transfer (automatic),High
4760-THGOT,Month-to-month,Yes,Electronic check,High
7295-JOMMD,Month-to-month,Yes,Bank transfer (automatic),High
4016-BJKTZ,Two year,No,Electronic check,High
6584-VQMYT,One year,No,Mailed check,Medium
9838-BFCQT,Two year,No,Mailed check,Low
2790-XUYMV,One year,Yes,Credit card (automatic),High
0581-MDMPW,Month-to-month,Yes,Credit card (automatic),High
5013-SBUIH,Two year,Yes,Electronic check,High
1023-BQXZE,Two year,Yes,Bank transfer (automatic),Medium
9163-GHAYE,Month-to-month,No,Electronic check,Medium
3904-UKFRE,Month-to-month,Yes,Electronic check,High
5353-WILCI,Month-to-month,No,Electronic check,Medium
0709-TVGUR,Month-to-month,Yes,Electronic check,Medium
0058-EVZWM,Month-to-month,Yes,Bank transfer (automatic),High
6023-YEBUP,Month-to-month,Yes,Electronic check,High
7209-JCUDS,Month-to-month,Yes,Electronic check,High
7009-PCARS,One year,No,Bank transfer (automatic),Low
0519-DRGTI,Month-to-month,No,Mailed check,Low
1017-FBQMM,One year,Yes,Credit card (automatic),High
3001-CBHLQ,Month-to-month,Yes,Electronic check,High
1985-MBRYP,Two year,Yes,Bank transfer (automatic),Low
6158-DWPZT,One year,No,Bank transfer (automatic),Low
9372-TXXPS,Two year,No,Bank transfer (automatic),Medium
3259-QMXUN,Two year,Yes,Electronic check,High
1015-JPFYW,One year,No,Mailed check,Low
6645-MXQJT,Month-to-month,No,Electronic check,High
4360-QRAVE,Month-to-month,No,Electronic check,Low
8433-WPJTV,One year,Yes,Bank transfer (automatic),High
5804-JMYIO,Two year,No,Mailed check,Low
3763-GCZHZ,One year,Yes,Electronic check,High
6484-LATFU,Two year,No,Mailed check,Low
7599-NTMDP,Two year,No,Bank transfer (automatic),Medium
0772-GYEQQ,Month-to-month,Yes,Mailed check,High
0536-ACXIP,Two year,Yes,Electronic check,High
0936-NQLJU,Two year,No,Credit card (automatic),Low
4831-EOBFE,Month-to-month,No,Credit card (automatic),High
1575-KRZZE,Month-to-month,No,Electronic check,Medium
3251-YMVWZ,One year,No,Bank transfer (automatic),Low
4102-OQUPX,Month-to-month,Yes,Electronic check,Medium
9170-GYZJC,Month-to-month,No,Credit card (automatic),Medium
4884-LEVMQ,Two year,Yes,Bank transfer (automatic),Low
8857-CUPFQ,Two year,No,Mailed check,Low
7610-TVOPG,Month-to-month,Yes,Electronic check,Low
3638-DIMPH,One year,No,Electronic check,Medium
1845-ZLLIG,Month-to-month,Yes,Mailed check,Medium
8559-WNQZS,Two year,No,Mailed check,Low
3999-QGRJH,Month-to-month,Yes,Electronic check,Medium
1699-UOTXU,Two year,No,Electronic check,Medium
2454-RPBRZ,Month-to-month,Yes,Electronic check,High
0635-WKOLD,One year,No,Credit card (automatic),Medium
5993-JSUWV,Two year,Yes,Bank transfer (automatic),Medium
4518-FZBSX,One year,No,Mailed check,Low
5387-ASZNZ,One year,Yes,Credit card (automatic),Medium
6988-CJEYV,Month-to-month,No,Electronic check,High
2002-MZHWP,Month-to-month,No,Mailed check,Low
3097-FQTVJ,Two year,No,Mailed check,Low
5465-BUBFA,Two year,No,Bank transfer (automatic),Low
7299-GNVPL,Month-to-month,No,Mailed check,High
9743-DQKQW,Month-to-month,No,Electronic check,Low
1215-VFYVK,Month-to-month,No,Mailed check,Medium
9371-BITHB,Two year,No,Mailed check,Low
2265-CYWIV,Month-to-month,Yes,Electronic check,High
9093-FPDLG,Month-to-month,Yes,Electronic check,High
0541-FITGH,Month-to-month,Yes,Mailed check,Medium
6985-HAYWX,Month-to-month,No,Bank transfer (automatic),Medium
7508-KBIMB,One year,Yes,Credit card (automatic),Medium
6838-HVLXG,Month-to-month,No,Mailed check,Low
2277-DJJDL,Month-to-month,Yes,Electronic check,High
1897-OKVMW,Two year,Yes,Mailed check,High
5485-ITNPC,Two year,Yes,Bank transfer (automatic),High
0233-FTHAV,One year,Yes,Bank transfer (automatic),Medium
4644-PIZRT,One year,Yes,Bank transfer (automatic),Medium
8922-NPKBJ,Two year,No,Mailed check,Low
2740-TVLFN,Month-to-month,Yes,Electronic check,Medium
7771-CFQRQ,Two year,No,Bank transfer (automatic),Medium
9512-PHSMG,Month-to-month,Yes,Mailed check,Low
6963-EZQEE,Two year,Yes,Credit card (automatic),High
2452-KDRRH,Month-to-month,Yes,Credit card (automatic),High
2004-OCQXK,Month-to-month,Yes,Electronic check,High
5027-QPKTE,Month-to-month,Yes,Electronic check,Medium
4146-SVFUD,Month-to-month,No,Mailed check,Medium
1564-HJUVY,Month-to-month,Yes,Bank transfer (automatic),Medium
3617-XLSGQ,Two year,No,Bank transfer (automatic),High
7517-LDMPS,Month-to-month,Yes,Electronic check,High
7244-KXYZN,One year,No,Credit card (automatic),Low
5226-NOZFC,Month-to-month,Yes,Electronic check,High
2672-HUYVI,Month-to-month,Yes,Electronic check,High
1400-WIVLL,Two year,No,Electronic check,High
7508-MYBOG,Month-to-month,Yes,Electronic check,High
8148-NLEGT,Two year,No,Electronic check,Low
0148-DCDOS,Month-to-month,Yes,Bank transfer (automatic),High
8347-GDTMP,Two year,No,Credit card (automatic),Low
9992-RRAMN,Month-to-month,Yes,Electronic check,High
6746-WAUWT,One year,Yes,Credit card (automatic),Low
0310-MVLET,Month-to-month,Yes,Electronic check,High
0428-IKYCP,Month-to-month,Yes,Bank transfer (automatic),High
4550-VBOFE,Month-to-month,Yes,Electronic check,High
2187-PKZAY,Month-to-month,Yes,Bank transfer (automatic),Medium
4003-OCTMP,One year,Yes,Electronic check,Medium
6652-YFFJO,Month-to-month,Yes,Electronic check,Medium
7225-IILWY,Two year,No,Mailed check,Low
5248-RPYWW,Two year,Yes,Bank transfer (automatic),High
7923-IYJWY,Two year,Yes,Credit card (automatic),High
3170-GWYKC,Month-to-month,Yes,Bank transfer (automatic),High
5696-QURRL,Month-to-month,Yes,Mailed check,Medium
7409-KIUTL,Month-to-month,Yes,Electronic check,Medium
9830-ECLEN,One year,No,Mailed check,Medium
1732-VHUBQ,Month-to-month,No,Bank transfer (automatic),Medium
