customer_ID,phone_services,multiple_lines,internet_services,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,total_services
8861-HGGKB,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4
1087-GRUYI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7065-YUNRY,Yes,No,DSL,No,No,No,No,No,No,2
7694-VLBWQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
2546-KZAAT,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,6
0181-RITDD,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8
5989-PGKJB,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4
4795-KTRTH,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4
8272-ONJLV,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5
1488-PBLJN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
0308-GIQJT,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,7
3778-FOAQW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4452-ROHMO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6481-OGDOO,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,5
3090-LETTY,Yes,Yes,DSL,Yes,Yes,No,No,No,No,5
5349-AZPEW,No,No phone service,DSL,No,No,No,No,No,No,1
3753-TSEMP,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
8305-VHZBZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9720-JJJOR,Yes,No,DSL,Yes,Yes,Yes,No,No,No,5
8100-HZZLJ,Yes,No,DSL,Yes,Yes,No,No,No,Yes,5
8775-ERLNB,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
8309-IEYJD,Yes,No,Fiber optic,No,No,No,No,No,No,2
9172-JITSM,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
6298-QDFNH,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4
7398-HPYZQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
3546-GHEAE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7361-YPXFS,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,6
6557-BZXLQ,Yes,No,Fiber optic,No,No,No,No,No,No,2
2550-QHZGP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7519-JTWQH,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
2538-OIMXF,No,No phone service,DSL,No,No,No,No,No,No,1
8543-MSDMF,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,6
9961-JBNMK,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5
1170-SASML,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,5
4872-JCVCA,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,5
5346-BZCHP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2038-LLMLM,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
6173-ITPWD,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,5
9734-UYXQI,Yes,Yes,DSL,No,No,No,No,No,No,3
1216-BGTSP,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8
4138-NAXED,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4
2189-UXTKY,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,7
0744-BIKKF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
7483-IQWIB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6
5248-KWLAR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
4958-GZWIY,Yes,No,DSL,No,No,Yes,No,No,No,3
7996-MHXLW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
7833-PKIHD,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,6
7061-OVMIM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5153-RTHKF,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
1852-QSWCD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
4832-VRBMR,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
9079-LWTFD,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,7
6356-ELRKD,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,5
8624-GIOUT,Yes,Yes,DSL,Yes,Yes,No,No,No,No,5
3392-EHMNK,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,6
5986-WWXDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3061-BCKYI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6179-GJPSO,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7
7901-TBKJX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
7228-PAQPD,Yes,No,DSL,No,No,No,Yes,No,Yes,4
3177-LASXD,Yes,No,Fiber optic,No,No,No,No,No,No,2
7746-QYVCO,Yes,No,DSL,Yes,Yes,No,No,No,No,4
5804-HYIEZ,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,7
9919-FZDED,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,8
5934-TSSAU,Yes,No,Fiber optic,No,No,Yes,No,No,No,3
3486-KHMLI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
4897-QSUYC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1084-UQCHV,Yes,No,Fiber optic,No,No,No,No,No,No,2
8290-YWKHZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
2955-BJZHG,Yes,No,Fiber optic,No,No,No,No,Yes,No,3
3806-DXQOM,No,No phone service,DSL,Yes,Yes,No,No,No,No,3
6784-XYJAE,Yes,Yes,DSL,No,No,Yes,No,No,No,4
3933-DQPWX,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,4
6661-EIPZC,No,No phone service,DSL,No,No,No,Yes,No,No,2
8957-THMOA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2251-PYLPB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,8
5555-RNPGT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
1057-FOGLZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9300-RENDD,Yes,No,Fiber optic,No,No,No,No,Yes,No,3
0761-AETCS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8087-LGYHQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5
4137-BTIKL,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,5
2190-BCXEC,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,4
6227-FBDXH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
2153-MREFK,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,7
2911-WDXMV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4
7206-PQBBZ,Yes,No,Fiber optic,No,No,No,No,No,No,2
3106-ULWFW,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4
0925-VYDLG,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
4547-FZJWE,Yes,No,DSL,Yes,No,No,No,No,Yes,4
7422-WNBTY,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6
0842-IWYCP,Yes,No,DSL,No,No,No,No,No,No,2
3521-HTQTV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
3744-ZBHON,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3373-DIUUN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8383-SGHJU,Yes,Yes,DSL,Yes,No,No,Yes,No,No,5
7607-QKKTJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6
7707-PYBBH,Yes,No,DSL,Yes,Yes,No,Yes,No,No,5
8984-HPEMB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
4349-GFQHK,Yes,Yes,DSL,No,No,Yes,No,No,No,4
4139-DETXS,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7
9779-DPNEJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,3
9805-FILKB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5793-YOLJN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0673-IGUQO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4123-FCVCB,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,6
8819-IMISP,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4
7802-EFKNY,No,No phone service,DSL,No,No,No,No,No,No,1
8311-UEUAB,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,6
5858-EAFCZ,Yes,No,DSL,No,No,No,No,No,No,2
8035-BUYVG,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,4
1163-ONYEY,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,7
9787-XVQIU,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
8945-MUQUF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,6
5656-MJEFC,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,5
6082-OQFBA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8051-HJRLT,Yes,No,Fiber optic,No,No,No,No,No,No,2
8974-OVACP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4010-YLMVT,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,7
1379-FRVEB,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5
8612-GXIDD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
6288-CHQJB,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,6
8160-HOWOX,Yes,No,DSL,No,No,No,No,Yes,Yes,4
3023-GFLBR,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4
6648-INWPS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4223-BKEOR,Yes,No,DSL,Yes,No,Yes,No,No,Yes,5
4079-VTGLK,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,6
1763-WQFUK,Yes,No,DSL,No,No,No,Yes,No,No,3
1391-UBDAR,Yes,No,Fiber optic,No,No,Yes,No,No,No,3
8894-JVDCV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
2023-VQFDL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1345-GKDZZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2014-MKGMH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
5628-FCGYG,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4
2560-WBWXF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
0248-IPDFW,Yes,Yes,DSL,No,No,No,No,No,No,3
7978-DKUQH,Yes,No,Fiber optic,No,No,Yes,No,No,No,3
4335-UPJSI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0524-IAVZO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4
2737-YNGYW,Yes,No,Fiber optic,No,No,No,No,No,Yes,3
1784-EZDKJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
9297-FVVDH,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,8
8007-YYPWD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
7101-HRBLJ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8
5159-YFPKQ,Yes,No,Fiber optic,No,No,Yes,No,No,No,3
6635-CPNUN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6
4021-RQSNY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
5453-YBTWV,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,7
5039-LZRQT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2931-VUVJN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,7
9061-TIHDA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
8699-ASUFO,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
6418-PIQSP,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,7
8220-OCUFY,Yes,No,DSL,Yes,No,Yes,Yes,No,No,5
3995-WFCSM,Yes,No,DSL,No,No,Yes,No,No,Yes,4
1895-QTKDO,Yes,No,DSL,No,No,No,No,No,No,2
2038-OEQZH,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,4
1178-PZGAB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7927-AUXBZ,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,4
2626-VEEWG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2878-RMWXY,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,7
1657-DYMBM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7311-MQJCH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7375-WMVMT,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,6
1136-XGEQU,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,8
2530-FMFXO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
6844-DZKRF,Yes,No,DSL,No,No,No,Yes,No,No,3
4695-WJZUE,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,5
7619-ODSGN,Yes,Yes,DSL,Yes,No,No,No,No,No,4
5970-GHJAW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8879-XUAHX,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
3689-MOZGR,No,No phone service,DSL,No,No,No,Yes,No,No,2
4195-PNGZS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
5003-XZWWO,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,8
3988-RQIXO,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
7622-FWGEW,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8
6922-NCEDI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2514-GINMM,Yes,No,Fiber optic,No,No,No,No,Yes,No,3
9891-NQDBD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
6131-IUNXN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8548-AWOFC,Yes,Yes,DSL,No,No,No,Yes,No,Yes,5
9798-DRYDS,Yes,Yes,DSL,No,No,Yes,Yes,No,No,5
8532-UEFWH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
6296-DDOOR,Yes,No,DSL,No,Yes,No,No,Yes,No,4
7951-VRDVK,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8
5931-FLJJF,Yes,No,Fiber optic,No,No,No,No,No,No,2
4815-YOSUK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,8
2659-VXMWZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8
0380-NEAVX,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6
3207-OYBWH,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6
4285-GYRQC,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,4
7216-EWTRS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
4365-MSDYN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7036-TYDEC,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
5802-ADBRC,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7
8076-FEZKJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5197-YPYBZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
8337-MSSXB,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4
4312-GVYNH,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,5
8495-LJDFO,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8
0839-JTCUD,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
5494-WOZRZ,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,7
1302-UHBDD,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
2234-EOFPT,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,7
8619-IJNDK,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,6
8378-LKJAF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
8182-BJDSI,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5
2528-HFYZX,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
1153-GNOLC,No,No phone service,DSL,No,Yes,No,No,Yes,No,3
3298-QEICA,No,No phone service,DSL,Yes,No,No,Yes,No,No,3
0788-DXBFY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3597-YASZG,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,7
3496-LFSZU,Yes,No,Fiber optic,No,No,No,No,No,No,2
5242-UOWHD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2482-CZGBB,Yes,No,Fiber optic,No,No,No,No,No,No,2
6479-SZPLM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8097-VBQTZ,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,6
4500-HKANN,Yes,Yes,DSL,No,Yes,No,Yes,No,No,5
9917-KWRBE,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,7
3420-ZDBMA,Yes,No,Fiber optic,No,No,No,No,No,No,2
2212-LYASK,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,4
1393-IMKZG,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,5
8069-RHUXK,No,No phone service,DSL,Yes,No,No,Yes,No,No,3
3398-GCPMU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
2908-WGAXL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
3378-AJRAO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
1013-QCWAM,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6
0866-QLSIR,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,6
6050-FFXES,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
7181-BQYBV,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7
0362-RAOQO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9554-DFKIC,Yes,Yes,DSL,Yes,No,No,No,No,No,4
5527-ACHSO,Yes,No,DSL,No,No,No,Yes,Yes,Yes,5
0829-DDVLK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1399-UBQIU,Yes,No,DSL,No,No,Yes,No,Yes,Yes,5
1813-JLKWR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0336-PIKEI,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,7
7322-OCWHC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,7
9537-VHDTA,Yes,No,DSL,Yes,No,No,No,No,No,3
4957-TIALW,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,6
2054-PJOCK,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,7
9150-HEPMB,Yes,No,DSL,Yes,No,Yes,No,No,No,4
9030-QGZNL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6204-IEUXJ,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,4
3126-WQMGH,Yes,Yes,DSL,No,No,No,No,No,No,3
4529-CKBCL,Yes,No,Fiber optic,No,No,No,No,Yes,No,3
2506-CLAKW,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,7
7176-WRTNX,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
1583-IHQZE,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
5732-IKGQH,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,7
9239-GZHZE,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
7205-BAIAD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0151-ONTOV,Yes,No,Fiber optic,No,No,No,No,No,No,2
4140-MUHUG,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,4
0093-EXYQL,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
8064-RAVOH,Yes,No,DSL,No,No,Yes,No,No,No,3
0219-QAERP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0320-JDNQG,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,6
7180-PISOG,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
9168-INPSZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
3571-RFHAR,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
0015-UOCOJ,Yes,No,DSL,Yes,No,No,No,No,No,3
5334-AFQJB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
2754-SDJRD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,6
9578-VRMNM,Yes,Yes,DSL,No,No,Yes,No,No,Yes,5
1587-FKLZB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
6140-QNRQQ,Yes,No,Fiber optic,No,No,No,No,No,No,2
8963-JLGJT,Yes,No,DSL,Yes,No,Yes,No,No,No,4
4307-KTUMW,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,6
1465-LNTLJ,Yes,No,DSL,No,No,Yes,Yes,No,Yes,5
5440-FLBQG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
2135-DQWAQ,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,4
4056-QHXHZ,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8
7470-MCQTK,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,4
7488-MXJIV,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
7401-JIXNM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
9339-FIIJL,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,8
2027-FECZV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
2672-DZUOY,No,No phone service,DSL,No,No,No,No,No,No,1
4706-DGAHW,Yes,No,DSL,No,No,No,No,No,No,2
3870-MQAMG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
6670-MFRPK,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4
6177-PEVRA,Yes,No,DSL,Yes,Yes,No,No,No,No,4
4800-CZMPC,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,7
4813-HQMGZ,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,5
7579-KKLOE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
7377-DMMRI,Yes,No,DSL,Yes,No,No,No,No,No,3
8402-EIVQS,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,6
4947-DSMXK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6
7245-NIIWQ,Yes,No,Fiber optic,No,No,No,No,No,No,2
0002-ORFBO,Yes,No,DSL,No,Yes,No,Yes,Yes,No,5
3324-OIRTO,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,7
5414-OFQCB,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,5
4967-WPNCF,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7
8552-OBVRU,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,7
8499-BRXTD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9154-QDGTH,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
8197-BFWVU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
2577-GVSIL,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,6
9367-OIUXP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6770-UAYGJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
